Type,Sub-Type,Detail
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""oh noes!"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""oldJobName"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""options"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""org.apache.beam.sdk.options."" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""org.apache.beam.sdk.options.PipelineOptions"" 9 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""otherfile"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""output"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""output"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""outputWatermark:{}"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""output_messages {"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""output_name"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""p:tag1"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""parentValue"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""part-SSSSS"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""predicate"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""processing: "" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project.data_set.table_name"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project:dataset.table"" 9 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 10 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 13 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projectId"" 8 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""project_id"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projects/"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projects/"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""projects/myproject/topics/mytopic"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""properties"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""quality"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""query"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""query"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""query"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""read_output"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""read_output_name"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""registerAllExtensions"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""remote_source"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""remote_source_task"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""runner"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""schema"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""sdk.options.PipelineOptionsValidatorTest$Required.getObject(), \""Fake Description\""]."" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""see TupleTag Javadoc"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""seq_map_task"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""shortValue"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""should have failed"" 10 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""should have failed"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""should have thrown an exception"" 8 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""siblingValue"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""side1"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""side2"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""side3"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""sideUnwritten"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""singletonLongKey"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""singletonStringKey"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""small"" 5 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""snuffleupaguses"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""some/path"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""someRecord"" 10 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""somedataset"" 18 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""somedataset.sometable"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""somefile"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""somefile"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""someproject"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""sometable"" 18 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""something"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""source_state_updates {"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""source_watermark: 9223372036854775000"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""species"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""split"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stage1-"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stage1-user-code-msecs"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stage2-"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stage2-user-code-msecs"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stageName"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stageName"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stageName"" 7 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""startDate"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""started"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""string value"" 6 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""string"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""string"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""string"" 8 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stringValue"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stringValue"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stringValue1"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stringValue2"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""stringValue3"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""sub-dir-file"" 3 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""sue: 1"" 4 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""table"" 10 times."
Bad Practice,Magic Number,"Define a constant instead of duplicating this literal ""table"" 3 times."
